item_id,min_price,median,quantity
201991,22499,29089,4461
191325,1698,11100,2005
192615,33,63,48408
19260,12000,12000,26
72988,21,40,76018
128985,150,99968,70
190395,60,159,38436
89112,747,1500,90393
3927,88,190,12562
3241,100,100,160
198421,57,59,34543
36922,1999,7525,12859
79255,490,17200,36659
40919,1800,2233,782
190315,110,597,590988
174353,1,1480,42695
76892,15000,15000,33
43107,722,2709,5870
62782,5,3069,46097
128436,6969,199965,155
193213,20,58,67509
191319,963,7500,2081
19263,900,1700,23
197746,5,99,246459
4232,441,519,8874
173056,4599,5541,25882
197748,5,98,542189
12800,142,500,6054
109144,15,900,13937
42701,104,104,78
7070,8,15,14260
197741,4,9,1938077
191395,3095,3449,11510
188658,176,193,210866
160712,50,53,1999
19269,1400,1462,22
39341,1028,1200,8573
190396,57,65,279623
4304,1170,1225,3895
193942,2500,25900,2420
12361,177,494,7889
76631,1734,28807,36
7910,65,799,9324
172094,11,169,250614
193217,143,1269,312886
74247,66,207,825962
193214,20,27,593898
204710,926800,1050097,584
193210,22,450,725671
191462,32,59,1012932
7077,3,900,10882
124669,425,5555,64665
76634,346,346,9
87577,360,1043,249
192853,366,370,3611
193050,6,14,719027
190331,8708,11800,34949
42780,247,253,21558
4231,842,900,6029
193922,56,70,148970
76700,175,14000,32
203415,20000,24000,251
108327,114,2520,3401
118061,375,375,1453
37091,50,191,83
172049,55,85,1257
76697,299,299,44
197783,600,649,12954
153487,180,1999,840
152875,120,985,69316
64392,50000,57500,1666
64397,500000,640000,560
192842,161,288,90639
19233,200,380,25
200944,1788,1788,6
168313,95,95,901
158380,1027,4321,2971
22576,1109,1425,2059
52091,428,475,13
19268,500,799,35
154884,74,100,1872
79011,97,249,7579
76560,540,540,48
163222,170,4499,861
153618,2277,51088,32
192906,348,698,350
194754,34948,43379,5971
19262,3500,3800,24
76562,191,1000,77
29739,388,50099,55794
153636,647,3945,19108
23424,1498,1515,5459
199950,500,500,358
22449,190,420,68948
76618,300,300,7
69237,24,36,1926
177842,166300,166312,29
22577,500,544,1536
124103,341,572,86208
168489,14798,14898,357
192912,928,2890,220
200044,540,1570,1900
61980,181,191,9545
190311,370,392,58886
7972,3,5,9193
115809,20000,20000,22
115815,37335,37335,29
4233,500,700,2903
200025,680,690,11320
109076,320,358,12938
199952,500,500,274
124113,110,297,114143
13455,390,590,652
199993,529,533,62
199969,4900,5000,80
12364,136,358,2947
13423,251,999,3470
199954,500,590,368
199955,500,500,201
191377,1600,2321,976
197755,197,233,103357
191349,2028,11100,674
49084,6455,6725,1071
167539,1800,12500,652
43117,700,853,1849
71720,55150,55385,55
81412,13,20,271
198258,70000,70011,105
63127,4000,75000,2010
35948,30,500000,1103
11584,50,50,111
76621,1718,1718,7
58488,15200,20637,1136
76680,584,584,71
169333,108,8888,1672
202070,43,44,18703
4382,1583,9920,2122
154899,7,7,16540
76682,2000,14000,25
198614,9800,12000,9688
129100,18,23,16453
200652,4100099,5999898,157
83765,21200,21899,60
198192,1408,3599,1802
151133,35000,69800,233
76078,126,126,1915
76687,2600,2600,38
71876,29902,29903,149
200039,8391,9903,365
38986,1628,1628,55
21881,45,395,3641
31900,70076,70076,12
6529,1,1,209
52117,115,115,12
159825,115,742,1092
41100,3757,3931,701
52142,135,135,14
23079,25,171,196
71869,34970,34971,59
76097,125,125,4438
27422,99,2500,3917
76658,498,923,44
130173,125,210,3854
200849,75091,75091,59
24477,30,250,4991
192885,270,275,5630
3928,30,1796,2279
6373,2145,2555,215
76670,300,2832,14
136637,231,245,3088
63305,999,1000,144
36909,1750,1947,6585
63307,1399,1499,157
193218,725,800,137279
54849,4900,4900,55337
76661,570,570,35
8845,4000,7598,16806
139783,12576,12576,14
1017,2,2,299
172937,500,1093,2286
76678,322,325,26
193936,32760,36000,1576
172935,9,30,22184
189153,9395,199999,564
191386,453,453,33038
23095,250,250,244
4600,45,2480,207
210456,180099,1898000,649
191468,131,191,540682
105718,600,17200,1229
153597,7777,7777,60436
23097,555,555,109
24072,89,89,84
191400,625,800,1247
198216,26,26,663
23113,400,400,91
191394,800,48000,3064
192859,380,900,1899
19931,48900,49997,323
193368,300,319,55857
33454,4,7,615
12238,145,500,106
76137,186,195,7204
19306,2,2,124
192872,3,25,1038523
62012,250000,250000,3
117,1,48024,13483
24476,167,501,990
192846,177,177,3895
179314,6,7,18101
19223,4,5,118
52109,124,1078,25
69865,75099,235099,29
123918,695,2100,763271
158857,1899,1899,14
173058,4798,6743,26242
155603,65,250000,903
153627,9999,9999,11
155610,42,43,127
8171,176,190,4386
161053,30,39,2071
158806,126,126,16
199953,500,501,185
4536,2,500000,570
60405,73,74,124
158832,2500,2500,4
199956,500,500,585
4540,95,95,331
109139,13,5011,6483
198082,2425,4500,358
8952,2,2,200
203416,160000,160000,567
76675,109,136,13
173033,7,8,7429
202071,30,41,2700
194736,740,1587,45
194796,5900,6000,168
74644,3656,3899,273
53070,8,2213,7035
12811,24375,26900,1357
192648,175,480062,741
194732,900,900,57
53069,12,1599,3382
178786,49,52,7276
10561,1996,2116,3303
76673,180,243,33
