item_id,min_price,median,quantity
27677,44,50,2709
3928,8,550,710
192648,176,185,957
74838,578,578,3715
12607,19699,21842,300
10286,40,1000,8458
111456,13,13,1821
190532,24785,36746,2011
11370,2144,3899,58183
23426,50997,70098,1620
192975,94,1400000,769
192644,169,174,206
17203,34898,40400,2640
193894,4460,4695,143
192974,40,43,878
15416,1741,1759,22881
192938,39990,45095,876
194970,11495,11756,75437
32388,4800,5000,4654
44940,8,12,153
172230,10,99,120686
30821,33,34,82
1529,399,500,2854
172232,149,9800,72889
52771,90,94,68
4339,100,275,5114
12037,9,101,21909
175886,7,7,4533
173033,18,20,9982
38914,53,54,73
192646,159,159,684
158751,37,38,1489
11406,314,5999,59
189154,799000,4000000,118
21884,20989,37500,8966
60399,44,44,64
18222,31,5000,188
190328,595,607,224527
76132,5499,300065,1326
193222,2179,2425,1646
76139,990,1053,632
195543,2,28,30
42253,99,150,15762
207702,9598,11000,10486
3770,1,1,730
6530,1,1,952
173038,4,17,1344
52139,279988,279988,5
18945,2,176,11491
81411,12,13,284
152507,95,500,254898
38372,500,900,8
153632,1500,3776,83
187702,25,30,67355
18223,62,5000,102
53066,16,410,9831
35947,8,9,125
140276,29,29,238
109076,308,399,27720
190538,23079,23187,7665
192932,37800,44094,712
199059,475,500,192
13933,32,32,349
69863,3000,4045,11
192942,34900,45994,678
190396,34,43,1136763
108337,659,4950,20469
152546,124,145,6684
19698,673,35078,4106
152548,721,1100,1523
198082,2435,3000,275
2251,44,2500,1628
189153,799,4500,1952
199947,504,524,201
52151,47711,48071,6
192945,42800,49000,860
199948,500,501,286
6372,400,2500,1559
201404,11500,11590,40296
199945,3500,3598,420
199971,60098,96899,57
193230,3250,6404,8555
189543,22899,22899,12129
198535,2100,2100,383
109599,4949,19900,258
76665,150,752,15
194820,1699,3599,53676
194570,4500,5033,83
192730,176,5000067,315
178550,19,19,408
198422,55,56,35883
198421,45,57,5049
192623,60,767660,328
200565,2069,5605,95
192635,61,136600,3044
22450,200,9900,68051
200568,5000,27000,8
191361,817,1487,1208
200574,2000,2000,38
194754,491,534,582
193956,20,48,224
76690,300,603,78
173122,1000,3400000,198
198413,350,401,11091
17771,436661,436661,242
76688,175,603,44
204370,8000,8050,4941
30183,200,260,525
173161,4599,4599,810
193953,899,2198,224
130221,346,347,7
193226,17500,22074,577
193242,5000,8996,13120
200580,1900,1900,24
200581,200,386,925
161347,7252,7252,7
200040,14096,14474,5171
109144,22,23,20883
157844,35,35,570
21877,9,30,143908
2595,350,2054,116
130178,4599,4599,117
11184,30,30,613
47556,693,40088,2766
194819,133,280,31909
168190,599,1454,1001
2593,50,50,46
168303,3,110,39327
71852,77058,77058,54
76651,797,797,91
142101,40807,40807,27
76891,4587,4587,19
71834,25075,25076,29
173062,30000,30000,255
89674,2099,2699,65
52117,790,3704,34
136857,155482,155482,18
136856,58500,58500,100
68779,24506,24506,55
71820,142125,142125,29
203763,1697,1697,509
31903,300,315,22
1015,7,100,3739
23120,795,795,22
29449,6,6,226
