item_id,min_price,median,quantity
191372,450,586,3603
194823,1800,1899,26869
193258,269,17200,40632
37118,1,37,2733
23329,3,3,25
3671,999,999,22
197786,1999,1999,1897
154990,21374,39000,397
2289,1,2,817
204996,200000,210000,16
108328,94,450,4188
193215,57,74,761982
199936,564,569,467
111656,35,17200,398
190322,1700,2065,1685911
192833,190,800,1048
200015,35000,39998,33
193214,23,35,1693924
193960,79,95,3029
74653,15,22,53
199969,1500,8500,396
193210,15,33,1656088
197745,400,699,449065
171196,2000,2000,116
201318,500,500,235
190314,4764,4873,43515
4791,10,12,83
191525,1969,1970,4698
172904,339,1040,82
201312,500,500,224
199934,999,1097,377
42780,39,912,25920
200001,509,509,127
194966,102,180,94295
199983,501,501,88
191466,161,289,111852
199984,549,583,178
52979,115,5730,34330
199950,500,500,490
89678,100,135,27
76520,149,150,233
200002,501,501,97
199999,600,600,140
190321,4000,5290,120930
163844,430,430,14
158828,22,22,37
76061,12000,19900,52861
201399,419,662,5440
187707,5100,6899,545
192615,63,63,48394
17771,310092,342094,497
8244,42400,57500,184
190451,1100,1550,15684
208212,8000,75400,59212
192868,362,382,23325
192636,58,59,18041
10593,1350,1999,2797
17406,32,10000,560
187703,2790,5451,27371
94288,109,150,295972
1251,1,1,3394
198397,309,580,1398
3530,1,25,2168
171315,1110,3303,20423
193259,63,71,386979
2290,2,4,361
47556,747,985,762
30183,200,1025,2557
13926,21550,49922,7788
160705,4,5,5928
6261,9,20,10348
108343,75,140,3324
76088,450,5999,942
2604,1,1,82695
152512,600,680,73820
4389,1209,1398,350
10290,28,30,13187
22573,55,59,30942
192688,3522,5523,12
115807,149,150,33
192624,70,70,696
179314,7,7,31627
192674,170,4800070,152
160298,8,8,17343
109624,21,41,12490
4342,39,179,16443
174351,100,297,151
11942,8325,9500,7
20404,255,999,44012
169333,10,11,163
5524,300,353,377
11941,9000,9000,10
6260,3,3,3464
200074,2024,2789,19042
5428,200,200,61
152557,600,6755,261
12804,20,40,3677
191360,190,399,116
118631,500,500,66
3819,1100,3600,2647
191367,250,15299,2955
191361,325,19800,2318
202071,30,41,4993
36783,7000,7590,110
203417,17497,18198,308
179315,7,7,30017
172052,5,7,101455
193250,32060,32478,729
44601,8,8,624
4404,637,7511,2342
190396,51,53,2078524
111450,59,65,224
2835,34,185,16533
2770,201,322,326810
15410,2000,5168,5538
191468,45,100,649435
44599,8,8,1035
200506,2,6,70360
191461,9,15,2224570
193922,51,59,558705
191469,109,221,182864
190313,2708,3820,85511
197754,7,15,192735
191465,129,139,1485713
22794,475,897,559
133607,5,7,8778
193050,11,12,1300860
191462,20,50,2277572
190394,67,99,1565812
200509,9,27,52286
171266,25,27,909
197755,99,198,209445
201402,200,201,23434
97624,138,438,148
190329,4926,4950,145869
197781,203,319,33272
12808,7800,29901,17025
111439,20,70,168
4784,5,5,158
19271,5000,91919,21
62269,72,72,11
11394,18,18,41
8171,135,195,14798
22785,112,323,9226
204730,145,145,356
25437,200,205,34
62414,45,53,17
62518,23,23,153
62413,22,22,32
38780,59,66,59
31898,364,12000098,169
198190,1096,1096,2305
177660,9,13,581
192605,166,166,59
38923,200013,200014,34
192921,5998,10898,206
4470,1,502,172082
38895,596,6279,44
191371,7400,9970,6871
38946,144030,144033,53
4338,6,10,114669
192977,50,1500,1502
38830,25,25,215
21877,9,34,272494
4384,150,200,385
19704,1069,20054,7042
194048,49,480044,8398
191322,575,1069,1260
63348,25000,137500,12
109128,118,335,173033
192865,352,6969,13228
109126,133,349,116229
5740,50,50,1538
38886,12497,12497,21
191352,200,594,764
194049,296,480091,6290
4366,10,375,199
168788,500,500,14
109125,158,349,191247
4406,3206,7189,60
193223,2000,2689,195231
192906,100,473900,128
22641,199,250,140
22642,500,2050,74
191378,350,899,7293
