item_id,min_price,median,quantity
194009,240,448500,1247
90407,16,5016,29458
168650,4,9,11697
153050,12,225,78342
191319,855,900,1075
168663,297,8900,3462
199960,500,500,179
193963,150,165,312
4306,4,12,105013
191321,352,1400,651
197791,46,61,4906
191324,794,448400,817
191945,1000,1320,2039
192658,183,183,9118
193214,31,37,367812
191333,1000,1710,607
199958,500,500,55
197741,19,34,1295980
167738,48,49,511041
17198,30,100000,184
40536,30,45,2305
22790,164,230,406
192723,2198,2199,6
193210,16,99,1386339
24511,75,98,1174
2593,85,100,109
201469,19,29,22348
202070,44,44,17327
162515,148,157,1627
193954,178,179,25699
43012,137,2097,51362
44277,550000,555555,18
33866,799,5999,586
194807,4427,7845,64
124110,18,20,11675
44274,121011,121011,12
197777,29,42,4797
205012,100000,102966,20
197780,208,208,29125
44281,66825,66825,14
152544,66,76,5866
198185,102,9095,14069
198201,301,431,56
44275,9900,9999,4
197785,1900,2095,2914
193922,60,79,371275
27860,4,4,267
31896,1075,999975,283
172054,7,7,42820
154121,371,377,396
39502,389499,389499,22
11391,3,4999999,86
152545,72,100,39343
197778,155,155,6521
192636,58,59,9494
152541,100,600,134469
193927,25,29,396333
154885,40,65,2191
192096,58,60,258529
193259,98,200,259489
39942,112,112,10
154897,7,7,23631
194048,492,48052,3470
204463,225423,238690,2582
39944,500,500,1
32428,50,53,1551
190395,46,56,95572
81409,14,16,220
21215,31,49595,708
198397,588,861,3842
38849,295,300,23
1210,72,66600,1493
102543,75,75,1220
102541,75,75,1010
191465,99,185,64775
25700,1116,1754,14727
11394,150,4999999,44
108996,12,756,94643
124121,2,75,210208
5263,1501,1501,35
152546,50,50,8637
193552,23955,29525,987
25699,221,1200,4640
142336,10,175,21730
201466,51,51,5808
192899,550,599,14367
176869,45,45,75
162516,92,94,47
191260,2699,2895,141
11393,38,480055,102
173202,4,9,2606806
87238,125,200,1105
43463,9,23,124
49908,734,770,807
33448,61,75,308
191466,155,294,71301
39334,255,954,10906
44780,298,480000,244
4539,1,1,131
90044,699,699,5
191471,2400,2798,147089
197750,73,73,6700
192872,15,20,1143873
5134,350,350,5
192097,59,70,125800
192634,79,480083,296
6522,2100,2435,7914
22447,50,68,7805
179315,7,7,83477
182121,83,83,13
124442,1177,2879,8060
74252,64,540,21147
34068,64,285,64824
74919,581,582,124
81412,14,14,65
188761,2800,19999,296
44599,8,8,613
56035,300,480025,23
75016,93,100,443
172052,7,7,48750
110610,25,667,66579
3857,9,20,14176
12037,3,75,37614
87236,157,157,45
154899,7,8,25923
81406,15,18,120
192623,100,165,109
200843,6458,6508,6
36810,350,590,45
81197,6,12,92
192674,170,4800080,109
14048,64,70,19789
191470,2600,2824,4140
52976,425,636,67553
169673,1900,1999,133
6889,498,1500,8783
194968,203,295,82395
109131,90,342,36310
155603,50,250000,844
193247,13500,18315,7522
172051,50,15000,4834
191361,393,594,679
205413,555098,920000,1568
128768,110,999,3557
4289,11,280,352925
199204,86,480068,473
3771,2,500000,1086
33452,5,2100,1852
193243,2794,3045,389
118007,23,1925,1590
35948,9,200013,192
23105,300,300,9
163207,1477,1477,70
109120,1750,1750,15
2924,6,820,5505
42780,106,586,73113
192690,225000,225000,25
14047,12,14,411428
192624,70,70,726
8953,3,480005,39
198491,80,13454,1146
198417,5129,5198,7103
191394,941,1475,646
78883,28418,35000,1249
190314,5500,6089,34627
191365,1942,2000,19199
187634,2000,2613,219
87872,150,200,1041
189146,555,5000,1076
198192,950,1700,1347
63246,2,4,2525
187636,12800,69999,115
179293,50000,50000,18
194820,1969,1969,17907
193217,105,415,189679
32209,200,200,23
102218,25049,49599,439
197743,130,288,78083
2678,1,100,48858
201312,999,1850,180
198223,1149,1149,575
23572,166,499900,2875
163700,17,17,31
204790,50,55,338
154124,351,4200,641
113264,11,99900,23892
52195,6293,25099,2833
184392,700,700,19
76640,530,538,92
2319,295,1290,77043
53068,776,4515,23644
39513,79,80,50
6358,229,1308,29010
3382,4,19,536
168646,746,898,9945
191469,155,232,88089
2452,170,1200,56119
47831,100,100,24
7097,70,70,113
3355,534,806,1701
192836,420,468,9860
3357,450,1634,5014
54627,719999,719999,7
193563,199,200,116
29739,300,2393,75605
5637,495,615,184
177962,90,99,232
192860,218,321,1429
27676,135,150,627
36921,330,30044,1091
172419,93,111,166
23116,99,99,73
4337,22,27,14232
34664,225,226,1394
109133,73,136,4329
177660,7,16,381
40000,197,397,14
172061,50,60,891
172048,70,129,1485
180409,880,1101,34
172062,330,331,1180
168310,238,240,688
198833,90001,90001,5
188658,182,249,62884
179308,1989,2000,20
25440,66328,4800014,22
109132,89,2075,11437
179278,99,100,19
128731,364875,364875,14
179277,804,904,11
171349,95,98,497
114004,100,999900,18
62518,23,23,182
193565,40899,41300,468
172921,198,27599,260
200822,2210,2810,33
191332,8810,9800,1258
41100,5000,10000,1385
71825,36949,36949,14
4536,1,10,1308
191379,350,19800,2606
191378,89,899,7665
4097,69,80,52
153051,7,35,153326
2799,2,2,1008
194124,520,699,67185
172096,1099,7500,13496
199219,1968,1968,534
2770,200,318,153064
3685,3,29900,17352
147869,292,292,25
192646,159,159,262
7075,9,17,7333
198199,6700,6736,553
4813,200,480022,23
12202,5,4500,8589
130177,262,264,1905
130172,300,2099,2416
40039,900,1000,54
190534,11395,11988,614
192747,61,350000,1202
3864,800,845,1247
173160,15200,50000,1240
3170,75,75,34
15410,2000,4461,8483
173163,10080,50000,659
190311,286,288,1150139
194858,400,405,58940
955,5,8,29
60392,21,21,59
814,6,142,1173
132190,695,696,6
191374,1268,2500,1962
176887,4800006,4800006,2
87226,77,122,803
723,4,13,1051
107517,24,24,369
191400,682,767,551
188682,26962,480095,53
191322,785,992,524
172010,1500,50000,217
198193,1050,2086,2653
191329,23500,23500,11740
212767,36500,37125,7
87885,5675,10499,662
77101,14000,15000,744
71808,21700,89900,856
3356,493,2500,6462
194859,7500,7855,140
204702,190000,219000,153
197745,364,368,640094
37701,32,58,58535
27855,3,3,205
27854,3,3,542
29451,4,5,327
28399,3,2100,3302
187704,7,7,34119
32902,2,87300,8326
168642,550,448400,115
191464,116,151,15388
208747,99600,108800,24
136654,88,88,1021
193952,78,88,26300
111601,273,440,3850
191384,89,297,23943
111658,12,15,450
111672,35,84,4153
172045,43,3020,8292
4602,2,2,35
111670,40,51,2111
111667,75,144,1104
111675,31,78,961
191396,99,100091,3259
193360,2469998,2650080,146
183951,235,238,3013
31898,250,4752035,250
28100,88,300,289
22837,375,395,64
189150,2602,50000,1920
189153,574,5000,1486
43467,3,3,71
190388,672,5000,1360
79102,200,500,205
193951,124,528,7158
33457,3,15,76
198418,70,214,4044
173037,10,77,50552
192611,60,62,327
193211,19,41,2588727
2318,95,275,76490
194013,83883,88018,192
171840,7,202,68981
1645,2,2,527
191495,18900,19018,18807
39524,50000,64500,25
192938,20377,40042,1291
138488,693,1875,5661
194826,3924,3924,3713
197760,340,50001,8653
194967,177,224,204467
79296,345095,345095,9
5466,1,1502,26824
31883,277,99985,85
147775,9069,9069,175
192845,110,146,42447
25426,12,12,373
3180,11,22,52
172407,53,448400,133
197765,100,156,7841
191385,210,1000000,3584
191461,20,77,1129500
58257,7,7,631
152579,960,1106,8150
152512,824,1000,138286
58256,7,7,465
97624,412,84105,121
192619,64,64,155
141910,23699,23750,114
30458,76,76,43
183952,250,250,1543
198297,90033,250000,39
201467,345,348,3625
44922,7621,11868,1006
104126,5990,12500,530
43535,6606,12500,397
111522,10,10,88
1710,40,100,186
191353,435,7000,5336
188836,5000,5000,3
200030,2892,3000,1057
200040,4800,5254,1358
114056,50,999900,2256
194575,6893,6897,8050
52326,1500,4449,37798
194579,199,2200,887
62778,230,2965,14593
138729,2,196,6977
153713,255,255,245
22374,390000,390000,62
76657,149,5000,26
193050,11,20,1812022
193242,4671,5543,116
115351,31,31,16
173859,20,24,484
197737,33355,52172,33
52191,6000,35000,1456
200793,1575,1575,90
193218,377,1224,75827
204730,139,184,310
7971,600,4999,1728
38850,499,540,30
178123,2500000,2500000,1
81410,135,150,70
192862,316,322,1330
152513,159,522,72343
23117,90,94,583
124437,20,71,510077
152509,273,340,79940
173039,5,50,193
35562,255,7500,72303
11185,19,23,262
5504,397,3000,12032
128315,414898,589900,826
2674,400,9999,6481
6529,7,8,457
2677,202,7500,20801
2447,255,1800,75111
136569,4000,19900,635
3820,400,1500,13713
194756,20232,20234,3832
192871,19499,19700,3189
199952,500,500,308
192994,21998,22000,3076
197744,204,374,68662
173204,34,99,1163874
191462,19,30,976688
36903,175,195,6271
116408,900,3921,76
111656,175,1187,746
36910,7775,17500,18265
12203,3,1003,33822
90551,4000,4798,54
36926,80,400,1357
1475,594,825,228
36924,678,25000,1628
36933,430,432,144
111650,11,21,459
23784,2499,2500,182
152577,183,224,68389
8153,43120,99900,4808
76061,11499,18885,54047
192846,159,185,2656
74861,370,615,2571
168645,5,469,16525
191352,1001,2550,4427
19699,910,11096,8227
19698,543,9397,8618
19704,472,9336,8227
19706,471,9980,1933
19700,675,9949,3437
19702,375,8423,10579
19705,665,5569,5049
200028,22322,22653,537
118006,15,20,438
203417,22626,54944,108
36782,15,28,639
92741,649899,649900,75
129285,3609,3798,92
194015,39900,39900,106
130174,155,158,409
52207,19997,421800,22
193926,10097,11097,391
192978,50,161,910
71869,18908,18910,6
207087,119900,119900,193
171268,57,58,1019
103795,10010,15000,9
116172,1330,1495,119
175054,298,299,28
175056,1700,1873,9
1711,2,2,355
202071,41,41,3679
19441,18,23,2359
200018,33499,33500,1521
190394,76,100,1634960
87560,300,435,66
3662,99,99,75
171278,9185,9300,2106
19284,2048,2048,16
171439,10,1822,663
192608,110,215,612
34825,141000,141000,3
36812,325,444,133
3674,2,2,16
171270,148,162,471
152495,90,95,360
58146,199,200,135
191327,5799,5858,651
172043,7588,12398,11683
10285,53,75,1659
56503,6900,7350,50
210249,25000,27050,2510
6037,275,500,21349
153664,285,285,25
109992,114,115,1426
159827,75,75,183
193928,86,91,88563
37093,25,81,12
25456,81,135,545
193420,21086,23286,4
124107,10,904,18696
198416,3961,3973,4316
32728,3000,3000,55
198198,7399,7789,417
38786,98,100,64
22529,499900,499900,140
108335,108,999,34608
31887,300,300,47
4599,2,2,83
83007,250,420,84
108337,460,495,450
178550,25,25,553
23426,42100,89900,4607
109585,948,9948,3724
44482,8,10,261
200061,2975,3892,44494
108336,101,127,2168
41800,9895,35100,993
183950,800,900,601
198493,49779,54000,497
27668,4,2509,1545
159826,522,550,222
191518,130,149,711
11370,1373,3899,63786
41976,1009,1209,19
133588,19,29,1298
42500,159,159,20
191388,2493,2844,47765
4587,12,12,10
133589,117,200,1736
127835,98,354,100
133591,318,318,957
31906,300,348,29
199984,500,500,219
187712,3,3,113
193956,68,69,416
4586,8,8,23
30817,1,1,6427
191398,2475,2475,7648
199957,500,500,176
163691,4,8,59
192628,63,63,121
52098,2970,2970,10
2592,5,21,37999
2589,6,18,269677
83157,2,2,311
2836,20,99,64589
152576,14,19,3116147
6471,35,216,5619
5137,3,4,22
108324,45,75,4881
81201,40,43,131
60398,21,21,82
82392,3,3,271
2835,3,100,30166
191351,381,2077,340
81203,60,69,92
193561,15265,16600,660
81195,3,3,62
198208,750,750,129
5136,5,11,17
81205,15,19,79
152511,195,341,53188
765,299,680,22614
87559,300,400,122
2449,300,700,31263
152506,205,341,68556
158188,921,5503,6179
192897,830,838,42
171287,979,979,4296
193215,39,44,753560
124101,402,687,208976
192928,18374,21281,1393
156525,2000,3000,217
174352,2361,2361,72
24246,320,320,23736
174348,100,100,156
174349,30,5540,65
192942,27973,28549,962
198498,2800,4500,30
194568,705,737,262
192967,14030,25004,1284
192958,19134,19628,635
199059,799,799,20
200569,622,840,69
198535,798,899,80
192615,59,63,47970
159788,8496,8496,157
194737,600,998,560
171438,11,1811,494
187831,70097,70097,350
201406,24888,40000,13157
133557,13,13,734
199989,597,835,270
154891,13,13,2045
40098,4516,4516,42
40044,8120,249100,18
192866,309,350,3850
171441,75,1998,612
33444,5,5,259
37091,3,7,100
4541,9,9,79
6052,30,35,304
6807,1,2,175
190380,13196,13300,217
14530,59,69,237
120257,519,1200,707
8172,490,496,2368
200614,760,760,13
41601,1498,1500,196
9312,22,500,533
198194,937,1475,1883
198236,1900,1900,14
198256,8800,9900,83
108348,511,511,424
111665,11,31,1980
193964,470,470,11068
74847,297,396,9776
74856,1362,2000,8619
23436,11399,11998,149
76089,87,999,2419
76092,98,98,520
199054,4999,4999,248
173191,30,64,7742
193029,9509,9509,111
193030,955,955,128
36927,4290,4295,85
120150,82,83,421
154126,1290,1298,192
20709,9,15,168
20531,175,200,9
191318,745,900,366
43004,39,65,214
194580,650,662,161
200039,5399,5918,4044
200027,36900,36900,244
151718,67450,67500,270
29571,700,700,8
154166,295,448400,159
82445,1400,1500,23
18944,2500,3900,69
193261,5,207,131413
190530,7949,7949,1175
83006,200,430,139
24477,2,10,11506
124438,1,45,123059
124439,1,2,63280
89112,1050,5000,35235
197747,10,99,625675
173058,6000,9984,19284
39469,2100,2300,8928
187700,1400,5499,45744
39774,915,1244,5205
7076,33,36,9199
38874,7470,7476,43
194794,8856,10521,287
194789,2200,4253,353
199056,4700,6227,100
194795,4000,6373,124
115803,175,199,78
12430,9901,9901,2
198298,100,101,79
198311,1399,2900,433
199935,500,500,148
172046,13,13,410
193246,6048,10651,7182
168192,351,525,419
191336,900,448400,361
201315,500,550,490
74849,120,2551,17623
201402,203,204,12659
201318,500,600,180
172363,95,115,217
197748,12,34,212487
192929,6900,7027,72
192941,3989,5822,297
192869,21995,24000,1287
160399,298,298,2844
173035,7,36,59764
143750,45199,104823,201
9155,2500,5999,299
32851,104392,104392,98
41602,8838,8838,17
38923,237790,237790,49
70139,66380,66380,8
76531,100,108,15
71823,39900,299800,133
193962,300,300,38
40115,3074,3074,73
205043,4490000,4490000,2
76567,100,157,14
71871,12404,299800,38
32839,250091,300461,9
197754,6,19,483202
194813,792,2358,302
200034,1290,1995,832
109136,84,2500,21153
118015,3300,3300,70
192972,64,180,731
44739,350,350,189
52979,140,3075,16530
25707,2242,2947,8518
205793,600,600,119
42546,14,14,742
76522,100,213,45
24066,576,576,21
38927,38000,39089,15
2454,58,158,188
71867,12981,21972,7
22842,1500,1500,10
52090,1503,1503,16
111664,101,102,61613
41486,6671,18285,4
171315,1161,1581,17743
32410,155872,155872,26
190316,1110,1749,618440
52110,12359,12359,20
52238,90,90,72
35318,20011,51186,28
132982,74983,76623,40
59594,4500,5000,12
52230,22563,22570,80
52298,5731,5731,41
76894,18000,22175,58
139438,39797,100000,213
38878,23991,25000,35
38863,45107,103311,30
76542,100,100,47
68358,9106,9106,50
38886,750,8482,8
127847,1498,1498,436
52206,29000,30000,81
204858,6570,6570,79
153478,6420,13244,68
19943,19900,22200,188
124120,8,15,39814
124116,9000,24920,11020
193250,29995,36613,951
193554,90000,92797,44
31882,250,275,18
132525,9502,30002,31
67438,5900,19999,110
191326,8135,11000,1343
190313,2300,3522,165655
194827,99900,118275,325
39954,6220,6220,10
29548,3028,3986,9608
38998,50171,50172,20
76510,149,149,28
168596,15699,22720,212
153610,500,500,15
171196,776,776,76
153624,7900,8000,25
153617,9262,9355,19
205690,141,178,83
74708,231,231,174
68786,31689,31766,17
38831,2365,2367,46
132530,436793,436795,7
71846,149779,149782,30
43652,12,50,85
38894,12496,12497,69
76682,100,14000,20
201325,49799,54300,6450
200791,4000,4000,33
160298,8,8,16462
18662,251,299,871
12206,98,4274,1801
23766,450081,450081,10
159959,65,70,6705
40106,1475,1475,16
52102,290,390,11
199972,31900,34796,23
192974,44,9944,3285
154168,2000,2900,1352
24478,98,100,11907
