item_id,min_price,median,quantity
72237,100,101,50949
182121,98,98,26
198161,177,324,23020
169701,980,1169,46050
194829,1700,2494,5481
201469,19,19,17346
198189,2127,3099,1879
193253,843,4099,567902
192617,64,64,871
194010,1500,1677,5059
173062,5099,50000,168
38426,87,88,2049
31898,3500,1000000,134
173058,6000,7500,27530
191470,868,1000,13724
190394,103,144,816219
5466,1,2500,22453
192646,159,159,732
44750,50078,50078,13
198162,3026,3387,8400
199997,585,694,2202
190329,7485,7499,170300
3301,2,22500,231
186017,3124,3154,5028
199189,104,477500,60
23781,600,1999,2243
189145,345000,1999999,130
24189,41,41,22
191949,296,846,8745
197745,351,480,282746
44481,12,12,820
192878,729,743,14710
43850,18896,18990,261
74838,300,500,2880
189146,2000,99999,681
13510,42550,42550,92
147870,48,48,66
128738,148078,148078,1
193942,6997,59900,2269
153662,861,26981,191
190314,5051,10446,43294
171830,420,449,14409
191950,2087,2099,3206
156930,67,99,173727
74649,500,1525,184
154897,7,7,42778
127837,2850,25778,85
115805,125,125,155
173033,7,11,14237
201325,50800,52500,4818
197777,20,20,2553
20861,30,34,620
111245,315,1500,79510
74841,199,1400,106434
163157,722,723,32
39569,40,40,14
52985,2798,2946,7134
201406,9795,15000,81102
194870,4095,4095,12
201314,500,576,103
7078,10,823,7240
139358,45777,65000,211
76662,698,698,133
82442,246,246,89
112286,8700,15000,37
74822,7,7,453
193958,169,1500,5674
21114,3,10,69
36918,314,396,576
191333,1322,1777,698
198397,549,2458,12934
191933,451,549,567
110609,128,600,142829
152557,33,88800,243
4377,25,45,1433
169333,10,15,459
27429,20,1200,10462
44145,495,995,52
79313,12500,18762,6
35953,8,12,579
163637,8266,8266,1
193229,11079,11950,3603
191469,170,790,210742
3685,3,29900,23596
42225,24640,25000,62
21885,16980,39900,2780
194730,148,1288,333999
204994,215099,235000,528
202070,40,44,19511
62786,500,1012,5741
61998,34000,35000,17
190530,7700,9500,818
200801,2200,2869,68
197761,20,21,891
191525,3846,3846,4408
187633,2499,56657,518
31885,19900,34200,13
190537,20756,20757,1654
178106,250,350,58
74866,95,250,3102
