item_id,min_price,median,quantity
74844,33,69,7122
194124,516,516,56122
111672,25,117,776
199056,4993,4993,134
187700,1310,1500,29198
173032,7,7,39658
18232,6200,6300,3660
112180,200000,4999999,3
38940,15575,33107,29
111668,8,399,1956
199968,3242,3242,346
87236,1900,1900,84
1476,286,286,12
201404,26060,36547,8375
6308,40,218,41875
210248,50,57,601
200004,531,590,376
62008,9028,9028,8
72104,27777,35773,6705
172052,7,7,27593
52976,299,498,23074
22452,702,922,4169
198192,777,3099,2289
110652,2800,4283,34
191940,1499,1500,868
15416,500,1707,13879
43012,199,2519,49612
43572,8,20,758
152496,25,30,118
1708,1,2,140
2772,408,475,6130
9144,19,296,2529
7964,5,5,230
199988,2541,2541,172
29740,3449,15681,19509
17012,51,205,10014
68140,4999999,4999999,2
6260,95,99,22317
194820,1194,1286,54726
77272,488,542,20
108996,9,10,25824
6888,1,2,148
23440,800,900,24
3664,2,2,168
38372,2200,10865,38
199940,520,524,133
191320,12799,14005,4700
153700,400,423,2516
171352,5117,5438,367
128304,88,108,19532
74860,1042,1045,583
193384,182,182,55
212772,252543,252543,5
198420,249,300,5879
193224,14000,18399,36904
2840,298,420,9026
192636,59,59,14730
44128,5766,6525,5458
83764,19748,19899,296
187888,127998,199995,319
118472,1548,1588,3513
6048,135,135,696
204996,185000,225000,531
194756,15900,17350,12669
197780,60,60,4563
191500,3000,3199,577
154168,3499,3599,74
75016,146,280,133
191496,1530,1956,1216
49908,703,17200,936
183208,24465,24465,3
32428,60,4000,9145
193928,39,45,139153
83064,38,100,4220
178136,700,700,126
22788,961,1000,115
74656,93,100,136
187704,7,2507,47785
73260,10,10,368
23572,160,750,3753
192836,418,636,16269
154164,40,100,98862
193256,13887,17500,15948
200508,7999,7999,8387
124440,293,790,52074
200852,2400,2500,22
193244,16000,19850,4510
192840,189,240,1270
192860,198,266,18448
191468,79,97,198646
31892,300,375,38
12208,3,32,50804
43400,11880,12495,372
192096,68,69,292339
16204,30,239,159937
191524,7498,8149,4837
133680,275,446,4789
8364,99,4999999,337
111676,22,34,4516
111456,13,13,1457
198216,25,27,991
192720,2162,2162,22
16000,55,970,1537
191472,2497,2867,115341
21752,399,1699,852
1468,9,10,7096
31904,50026,4999999,3
15408,8000,8000,7416
22832,50,500000,796
44936,486689,486689,27
3180,88,88,46
168188,1200,1200,111
40164,8500,8500,89
193368,100,400,13166
200652,523599,3960002,1300
210456,209890,212317,311
82392,3,4,153
198504,530,530,139
204464,419500,460000,3869
37704,399,611,2440
194808,4999,20100,203
13932,282,282,278
208212,649,1263,7456
171268,42,46,224
5740,100,100,2425
193360,29905,903070,5033
76140,625,10000,916
87228,818,818,55
12204,31,15997,704
34056,50,225,77932
191464,139,205,22651
169456,1794,1799,696
192872,3,40,603447
38880,11676,11779,37
76084,2850,2850,367
19300,2,2,452
12364,111,162,4288
13756,900,1000,635
153704,250,275,698
4544,350,48053,277
109120,800,800,11
124640,449,800,131413
33568,412,420,5637
2776,1500,3020,4887
193228,2688,4512,11155
32228,144,4000,5007
172056,14,14,4765
138728,1,34,8385
190396,40,50,736056
197784,104,189,29685
193960,25,40,613
12808,8190,10000,21848
49884,5000,5000,8
22644,75,17200,1364
44756,9000,9000,111
130176,168,170,481
194008,533,980,1067
142264,100,100,300
197764,168,190,18658
10560,446,17200,749
7076,63,79900,6880
72092,311,320,89276
198412,200,325,9470
7972,55,74,20749
18236,120,120,3
166344,13,999,1820
192868,251,271,19988
52300,27553,27553,24
194852,1799,1800,19335
3300,743,96377,477
213364,15000,15000,1
200008,590,1082,136
18944,90002,90002,92
109144,5,598,17249
191396,40,100,6742
194760,2369,2900,899
10620,55,71,30671
127840,88,100,182
198212,738,738,1279
2744,1500490,1500490,12
4304,775,1091,36052
191340,1950,3600,5441
172068,13,13,186
7096,50,50,27
52328,1650,3999,23628
58268,9,9,208
6372,980,2237,32015
199960,515,530,241
191328,3115,3122,12820
153440,109,4599,224
168828,14500,24800,16698
44500,260090,270092,40
193216,919,1358,8560
193248,49095,59898,462
201312,500,500,151
109136,49,4000,18915
128540,42,44,88
113588,860,1197,6468
19236,2376,2376,18
191384,49,1080,14825
74252,73,2584,1875
194800,2000,2000,96
137288,44889,62500,202
109584,29994,150000,809
192632,73,73,17
163136,4999861,4999861,1
28100,294,700,225
197744,210,316,61111
20424,450,800,975
201316,9970,9974,430
18640,3300,9999,1685
24276,63570,63570,29
39004,539,539,12
8932,4,11,82
31916,255,255,19
194864,17799,17799,6913
41808,74,78,1597
128768,311,500,2585
31672,400,400,491
19268,8700,8847,18
89868,4065,5106,268
194768,3000,3000,15261
198224,1047,1047,7587
193924,120,122,306808
33448,60,1676,1001
172096,1900,9900,2040
136708,9475,10578,565
192916,249,389,2232
34440,100,1711,105
43124,1197,1197,4233
76624,64722,64722,4
81412,13,13,212
198500,19963,19963,16
4608,1,2,80
2304,1,9900,81
153712,250,375,218
74700,90,258,24
5048,91,100,71
52128,140,150,43
74248,217,20000,7240
198356,190,300,68
34748,200,200,145
27516,4000,25000,423
7080,6498,12000,39723
72988,70,1000,16495
139348,44927,100000,126
23448,24082,24082,1767
38768,11,183,70
7912,2,6,38297
20520,10895,11199,811
89888,513,513,1091
43268,170,179,118
31676,79,79,10
199204,20,24900,2567
159468,11,35,21
193560,678,993,107
199956,529,539,391
192608,63,63,218
19260,25020,33174,18
199996,550,1000,174
52988,510,612,16560
198232,100,170,36
71808,75945,82500,169
4404,899,1052,1192
39512,7,7,95
115504,113,511,12953
194824,39,100070,2878
25708,6000,7113,923
151564,469,3600,40840
169152,1100,7999,484
4232,381,391,2967
172360,35,42,247
74832,449,498,473
172364,288,290,80
171832,289,388,12529
97512,499,1144,917
194732,31734,37528,128
173168,146,155,5260
4392,9444,9444,29
128716,265772,265772,3
38964,169,169,26
118428,19,19,43
191872,1800,2299,56
200224,52633,57800,6131
36912,800,1404,64327
154128,500,510,130
139288,55900,100000,221
177660,85,410000,612
171264,25,4526,226
79284,7600,228800,6
108300,675,1495,1716
190320,281,307,230252
33460,3,3,75
189156,55064,55164,212
197760,32,48032,27459
198176,15000,15000,210
3712,399,2009,984
191348,3998,3999,381
81196,94,95,73
192968,40,40,299
112164,13093,13094,80
200020,28500,28573,2989
171840,5,72,113966
27668,35,47,7013
132232,7400,10000,12
192852,199,300,3094
170168,10688,11191,201
44260,277200,296500,8
192972,125,400,191
24476,100,133,2039
200800,4998,10000,236
190328,349,498,95732
198188,294,371,18052
152512,554,830,185336
2452,298,1200,66715
31912,299,375,36
44752,3069,3100,9
159464,111,175,39
108308,3361,3361,146
124444,649,700,2481
19700,1500,15000,2568
162664,854,855,5
154124,350,355,452
194752,455,589,3026
86432,199,199,87
198312,47500,56000,3
113264,20,50000,23269
172092,70,9999,56801
198164,198,198,1556
194048,121,480059,14785
43000,3975,3998,53
187648,18999,18999,20
153476,7056,7200,126
52780,4062,4062,56
175960,538,538,4
130192,1825,1862,223
152508,200,270,105859
200040,7060,7163,1008
132516,15000,15000,812
2924,10,3000,6779
173092,26700,26700,22
2320,1,1,426694
25416,318,323,397
3404,400,17200,307
60224,2525,3268,10876
76524,1465,1465,241
184392,12500,15000,23
34664,225,225,1648
109184,5,5,143
199948,510,516,157
191516,4799,4799,3551
12184,10,2517,17632
198240,152,1850,610
153192,1870,1999,786
25456,600,800,447
34756,1045,1045,26
151540,79596,87995,1031
193936,16500,16820,2391
147776,1103,1203,193
205012,175341,175341,24
144396,10303690,10303690,1
172936,400,405,1593
23436,3500,3500,365
191368,399,399,598
173160,9405,26570,606
190452,1280,1282,8591
108324,50,499,6964
132204,21,21,256
179292,500000,500000,8
79288,202654,2724999,4
173076,17500,19850,9
36908,423,491,1581
9260,375,400,149
153668,481,50000,173
37156,10100,10100,44
197788,92,97,12731
200828,2770,2770,12
168192,350,352,603
69864,150000,310000,6
192648,200,4800000,733
21224,100,100,29
210672,13500,14488,106
21884,18499,19461,2987
32464,100,142,1988
128848,29786,29786,61
141908,27297,28249,30
133576,399,399,6203
204460,389,447,2062810
5504,575,4575,10843
191520,795,799,218
204308,98,99,15
180476,78051,78151,2
198292,700,700,20
63128,178987,360852,198
4364,3,9,9739
29412,261,261,26
20860,30,30,258
36928,400,9008,421
36812,699,749,230
199216,28809,31099,881
33452,5,500000,1486
76096,836,9999,56
179004,431672,431672,2
3576,198,250,4373
158188,686,1275,26953
110632,1208,1235,39
9308,25,27,389
36920,99,100,860
44284,47520,48000,36
133588,13,13,1331
192624,70,70,520
74708,297,297,778
158756,3450,3469,47
3864,305,844,1949
52980,22398,33895,708
22572,2774,2900,678
3220,2,3,117
80592,15300,18000,195
151256,2844,2898,1999
20420,5696894,5696894,4
3012,4,2504,363
152876,1668,7500,11796
4852,567766,567766,28
25652,20619,20619,3
162556,2500099,2500099,42
193940,39088,43234,4013
153664,6500,6500,57
12644,80,100,83726
108328,155,200,1371
192884,397,2597,1669
22828,960,4499,642
191336,575,2244,872
193208,35,51,10901
3928,40,48004,1983
192856,179,253,1090
138488,500,30000,9454
33872,100,222,157
52292,14566,14566,8
52104,100,2500,4
200572,48,3551,156
124108,30,45,5585
190324,10595,11430,68708
56036,442,450,33
24272,29395,29395,671
76588,25587,25587,36
60392,22,88,61
76700,2507,2507,214
34736,275,17200,565
25744,4499,4500,3857
200024,574,800,1074
180732,4,5,74952
200840,5000059,6497059,13
124112,65,5050,5871
52720,377,15000,2324
205460,62,480062,382
159868,4750000,4750000,36
38960,48,49,156
127004,168,180,10807
52180,900,9845,6188
34068,86,125,25850
132212,21,21,45
62520,99,99,20
58256,7,7,163
20544,10039,30506539,3
192628,75,75,80
52296,15000,15000,20
193252,76,17200,17742
191324,554,444900,1211
7068,4,5,7815
158792,20000,20000,3
136556,49,49,40
21840,41,41,47881
45200,88,2500043,4
52340,43,43,1057
172412,9477,9477,839
52192,4085,31049,1502
194684,96,121,2219
111452,65,70,448
160484,1000,1000,14
158380,934,6999,478
22448,45,73,15371
24060,500,555,86
13760,600,5000,1513
197736,222069,222096,171
30816,1,1,1138
109220,42,79,290
194568,539,899,230
168960,14000,50000,147
190532,22400,29999,615
118632,565,565,184
172232,102,9900,6625
194968,21,30,367257
54628,500000,500000,4
3860,500,585,21197
108296,1248,1748,423
179372,399,400,23
60396,20099,20099,16
116172,754,754,70
128632,49,11100,1166
40088,5000,5000,13
31884,398,400,18
44940,8,9,203
4480,2599,2599,20
173204,44,1033,1043083
123956,10000,23000,206
199980,570,575,96
38948,11738,11739,64
204828,279,444900,109
40536,10,10,588
22456,9900,11000,2861
13444,33,33,1139
58088,11700,12344,516
191360,497,1500,205
7100,2,2,49
140668,7900,8500,44
200000,522,532,59
23424,1290,2000,21288
199976,999,999,451
33444,5,5,224
128500,40,17200,459
192876,299,317,1611
197752,124,500,7826
110628,1291,1291,109
153036,74500,145000,319
109992,20,20,334
38376,5591,9809,28
20864,30,30,238
166804,3700,3700,2071
41100,3543,7544,1212
152812,9169,15808,1051
6712,1344,2070,59
107528,55,1540,777
155812,2161,2161,118
76688,268,249100,19
194796,1000,1954,84
76644,2075,2075,76
4428,50,50,22
191380,300,400,30019
208748,140000,250025,220
36932,219,245,2161
158204,6093,8862,2899
53064,294,17200,454
19768,7282,75000,5131
43108,100,975,7022
173056,5000,5900,11256
29548,3674,4197,7537
35948,8,100008,946
198416,3300,3626,3309
199984,505,515,97
108340,45,84,2219
3240,65,66,31
108344,300,2500,1400
191256,525,525,310
201408,15000,15000,36
76664,700,700,13
193964,461,775,8091
43652,125,9914,791
6316,823,2476,43
177040,19,19,431
201400,200,202,1145
52756,389,400,53
205044,650000,700000,87
197756,76,98,184662
71720,55250,55299,40
124116,8062,12478,6452
194580,510,810,349
38848,545,556,16
169132,51,51,15
106888,90,999,45
36916,2295,4775,5754
117568,134,9650,64
4592,6,4999999,8278
153636,700,1106,26689
200816,3379,3380,20
184100,7500,100000,102
4604,1,420,6
198508,5313,9900,228
11188,100,119,86
180060,9661,12370,882
76132,6995,999700,3241
187712,15,15,71
89112,550,1438,376318
172008,999,50000,395
5996,1488,9900,1875
21552,3577,3578,217
61980,195,195,1511
15992,5,14,1591
39684,91,95,1477
198196,28042,28242,834
38820,6511,6511,21
184308,8,18,477
1180,2,2,16
12404,25,59,439
15564,25,50,121
199992,500,503,236
2592,38,99,156306
171828,152,594,21015
109076,374,425,10315
8244,30000,65599,216
3356,538,2498,6575
44616,117,118,19
191512,999,1099,297
104316,19502,19900,510
29460,3026,47000,8182
52124,2254,2254,61
190312,5673,6830,3718
198536,1900,11942,575
197768,4592,5090,3257
38824,1798,2163,5
58084,1000,1999,882
38852,29,32,128
153632,2200,2300,8
190316,200,267,671014
4360,2,2,202
197792,2139,2139,2216
129032,538,625,129880
9332,100000,100000,92
204092,87900,89100,65
109128,138,189,17779
10940,40,100,148030
52144,500,500,4
28452,95,95,110
193236,51046,54875,539
184096,7500,100000,120
40040,8498,8498,11
21592,91,15010,50
198200,2099,2100,2614
198208,459,461,132
38804,158,159,24
38832,3581,3587,51
76660,2600,2600,227
76584,201662,201662,16
168596,15771,15850,143
140276,25,25,145
109152,769,1495,68
77264,64126917,64126917,1
192644,163,163,64
191376,175,297,1745
76092,281,287,225
25428,14,4999999,79
2748,196772,4999999,3
76564,249,263,22
205868,193,4800093,87
62276,200,322,20
23736,201,201,1085
24028,4466,4721,16
43696,2997,2997,51
42780,30,87,24626
71872,26516,26517,32
76612,2093,2093,47
11040,9800,10000,23
109628,200,17200,799
2672,15,99,1065
32620,1069,2263,10723
8952,2,3,250
191532,6969,392199,19
13928,9500,11429,1851
52232,10024,10024,17
200028,13646,17700,599
32720,20040,27000,65
179020,596,75874,6
19232,59035,60035,23
111656,85,17200,349
32388,4597,9500,2483
27856,100,100,89
36860,4014,4249,1811
11940,495,4496,29
198220,429,429,2812
3820,308,1600,9830
198492,334,338,877
199936,500,600,386
171436,24,35,476
124120,2,60,18660
191504,495,495,98
198184,174,312,3224
190380,12699,12700,406
192944,11025,12032,45
61984,4000,134505,165
200812,4000043,4000043,21
158848,48,48,28
76652,821,821,33
130180,920,920,2570
152576,14,15,1555161
24072,3,3,42
52984,406,429,12065
128992,88792,88792,18
211400,5780,12500,226
126936,3400,3400,399
76680,6206,135675,32
128648,10781,11349,421
52116,5987,5987,8
192552,3504,3504,2327
198256,596,600,44
192992,28335,28335,786
23676,29,30,4152
113108,35097,70097,17
186704,602,602,5
124104,500,1500,49600
41976,2642,19744,17
39520,6,8,124
16168,4999999,4999999,2
173124,1517,1800,149
192908,400,420,632
62664,198,999,402
127368,15773,24625,6
141320,4421,4421,21
108920,15,15,57
109624,40,100,1806
56516,2298,2380,4329
556,4994999,4994999,2
112292,2473,2769,42
98116,100,4999999,34
179368,30000,30000,34
88532,100,400,23
191260,5000,10099,625
19264,4008,5908,19
47556,190,17200,2064
154120,400,435,296
153624,433320,433320,9
152548,784,873,1589
35720,419,420,380
191372,84,19800,515
4556,500,1000,17
163052,4900,4999,40
199952,520,544,137
23768,428,452,410
132528,49992,49992,14
4380,76,76,85
74728,2000,2201,66
159788,12099,12500,36
192976,1199,1994,385
83156,8,1008,456
169332,600,700,144
173912,999,999,1
114004,4500,4800000,88
87244,569,599,67
32468,60,67,86
53072,9,19,13361
112156,6969,6969,222
52188,280,290,5169
157844,35,35,117
9312,100,125,110
40212,100,340,177
17056,1,5,53060
79308,199701,335283,6
136568,9900,9900,5
173036,2965,17000,1268
183952,275,296,3951
38844,11,12,73
142336,5,425,20079
74852,180,17200,497
173128,3000,3500,147
20876,60,61,80
52212,19988,19989,38
19280,3140,3140,13
176392,67,67,2
194680,7999,7999,84
4552,4999998,4999998,5
14344,9,98,107691
197748,20,60,343752
194692,278,283,98
132184,20,4999999,334
129100,23,23,3178
128744,5384435,5384685,2
213368,2000,2000,3
29452,4,4,52
5476,1222,1222,294
19304,1,500000,1284
108332,100,215,5637
52760,10000,10000,35
112160,1888,1943,24
204860,21399,25098,1046
52168,6600,6600,79
207088,119998,140000,426
187884,148496,199995,299
191364,984,2200,811
76568,135,150,75
3676,77,77,23
28420,2000,2540,35
11184,35,48,369
178252,5566,5566,47
13888,298,298,686
62784,114,1999,28309
156872,4999999,4999999,3
31944,199500,199500,7
82444,2500,8600,53
173360,95,95,29
52152,300,11000,6
152296,20000,20000,12
74848,190,400,7925
52208,4269,5098,25
4460,40,44,27
35624,300,472,2273
38872,29129,29425,31
136852,700,48500,211
17708,4598,4598,34
64396,20000,33300,21
155600,1000,1000,5
200016,2900,3200,2195
151392,72499,72499,6
74720,123,123,93
192664,192,192,7
191864,9599,9599,20
168500,7760,7760,154
130172,392,392,4775
38856,227,513,106
136856,17594,50000,64
39220,24099,24099,33
82328,7,7,174
173060,196,200,8130
30476,7582,500082,51
62340,4313,4313,27
192844,55,100,7915
187796,2199,2200,313
179308,250000,250000,7
38928,41,48,82
158808,190,700059,2529
62272,389,390,15
110640,2090,9999,74
6052,18,800,623
158872,173,174,17
133572,297,300,11042
4784,4,4,136
27860,4,4,462
64392,14900,149000,1047
18588,50,50,930
114016,250,250,32
108348,288,17200,681
37160,380,380,60
139436,70996,100000,315
43376,59902,59902,1
200052,108800,109800,96
4384,11,11,51
127836,19,19,982
27636,25,25,50
