item_id,min_price,median,quantity
52983,570,600,38595
152507,128,475,65718
22456,3362,3477,6400
191334,2245,7577,5805
133557,20,23,1366
133563,50,192,854
87806,950,2698,237
191362,9995,10000,7483
133574,200,211,317
191503,800,800,379
109693,100,599,73767
178550,42,55,994
111450,20,1500,1295
111436,85,87,211
172347,29,49,1649
191518,400,498,2021
198082,2400,2775,143
76134,300,300,427
2679,49,98,397
200030,5597,7034,1905
8766,2,2,944
77589,44,50,447
152496,25,26,451
108308,1200,3588,587
4757,1000,1041,69
191361,1804,2800,1576
41731,100,100,124
97546,782,16500,506
3858,750,1400,27274
108307,1500,1500,630
204464,400099,460000,1411
158848,200,300,70
2070,75,6500,143
21842,535,535,1685
158746,30,30,87
154990,8000,99900,1150
192646,159,159,2095
191400,2247,2990,583
172059,39,41,5895
192870,1200,1690,13761
200034,1900,1974,40
2684,10,6500,331
192842,286,355,19864
109223,61,74,718
86599,1000,12498,40
27677,90,100,45862
37700,200,398,1787
198187,1929,1929,1733
4814,3801,4001,66
203418,2175,2799,1326
190378,14087,14091,510
199956,485,528,433
124441,600,1220,6637
27435,69,111,1298
24245,4250,50000,948
172367,38,781,447
76098,201,225,550
76140,400,500,1137
12365,1,7,63531
24401,98,179,7099
104138,2473,5493,500
3860,1175,1433,32314
4865,8,101,180
199973,2716,3500,257
124640,450,13396,8692
41806,100,16500,980
74646,449,1999,724
39520,50,390,690
160712,7,23,12008
194968,400,542,162837
191383,10999,13348,70530
191506,90,93,805
129020,40666,63808,121
137250,39944,43269,256
198507,513,513,381
191512,900,900,1276
81407,70,71,75
19183,1,4,25972
191519,1900,3068,3359
2678,1,1,427645
138727,30,235,4589
176811,49,11162,807
108996,8,327,33231
160705,99,100,4427
137238,46193,63403,179
61984,1165,1190,82
74864,945,1485,7364
136825,54357,85000,190
111557,90,98,34708
137288,50800,85000,189
46766,700,7500,250
124101,470,500,52224
193963,172,220,1176
200820,1265,1265,132
168216,70,100,22857
4405,499,499,191
137293,47989,84999,185
192697,2297,2297,35
193217,11450,11900,621195
5785,100,2550,6083
142101,7468,7568,22
198492,100,2000,3959
111675,38,5000,3768
192840,336,424,2081
142103,58504,72800,91
7069,625,10000,5268
198257,200,16500,618
193253,1637,1637,335915
142102,7424,7524,23
160330,797845,797847,36
168215,1150,1250,10688
128987,49800,49900,17
41338,119,119,144
200813,799,800,293
172054,7,107,38520
197744,737,971,87055
41337,99,100,150
21885,17710,17742,1327
124110,9,58,4495
116406,554,23654,67
124111,15,54,5433
38962,68,76,104
11382,97699,340000,2173
12809,5799,8094,5631
109076,330,999,62176
172415,112,119,339
116408,1902,5802,503
33470,25,55,45237
190327,11800,11895,34373
204790,37,145,2918
43102,5599,7099,7082
132233,10,22,715
2863,1,50,1016
67510,27,27,143
172049,29,44,1106
158828,25,25,40
142117,59,98,5831
127991,32,40,4652
68197,18,18,311
132204,21,21,1155
198222,2600,2800,308
60577,40,65,214
10286,10,100,21483
35562,420,7500,23348
32388,14500,17000,5989
198224,2599,2699,226
193251,284,2222,700017
198419,214,243,46402
192625,70,70,2628
108305,350,379,1460
41166,4098,4699,136
25463,797,939,493
200785,4650,4650,21
200016,67600,87594,72
81413,13,13,1098
178149,37,46,159
113992,498,498,433
200816,2259,2259,74
197748,84,109,247627
192672,167,168,426
178552,425,559,331
192623,60,90,525
200852,1449,1449,91
192647,182,182,561
132199,295,295,249
23441,700,948,48
192661,173,173,103
200780,1200,1200,88
192636,59,200,30768
68198,16,23,754
19441,286,786,47541
21222,18,18,517
32620,2969,3000,2330
59595,3000,3300,65
43463,50,6000,261
172920,73,75,226
23104,89,90,564
36781,1258,3960,135
200001,600,600,77
86592,999998,9999900,591
171833,530,799,24275
108333,500,780,1149
200022,11067,17767,2481
43107,10800,10800,246
32716,150000,199900,71
173065,147,400,341
198217,499,865,594
32717,190098,199998,18
24032,1350,1500,82
158188,423,5500,14984
24061,900,900,61
77264,31874,31874,11
32718,179999,180000,31
19221,2,100,1912
139362,33055,64214,195
192971,40,95,1597
200033,9850,16500,2800
155635,35,35,264
33568,100,399,9793
200031,14044,17494,1171
142266,2,411,23825
199216,563,1699,629
23119,259,700,39
143750,47594,85000,196
51950,3098,3200,5202
199966,9300,38400,226
199945,500,520,493
110621,393,393,380
3731,2760,2760,3992
200836,1248,500000,348
38769,286,286,70
52193,4400,4980,1086
27860,4,9,349
52194,5000,22700,583
74711,36,5000,170
172346,30,37,1008
114017,67,6500,186
52191,4300,4350,1301
34752,189,390,320
110649,1698,1700,51
39354,1,1,36153
192657,225,225,137
128995,6000,29039,5
173053,9444,9998,140
198163,75,97,145
19974,3600,3600,89
52185,1010,1054,18093
61979,999,1099,6389
194008,199,550,295
87580,193,10000,212
194577,3900,4700,428
52752,200,300,81
193223,3220,16700,42127
80591,99,99,132
89112,625,970,24767
153715,1999,2000,157
192648,180,249,1905
35627,4748,4748,3201
166583,44981,44982,151
189151,500,9950,1291
112115,911,9843,82
200569,3119,3150,85
193956,33,74,980
52987,398,448,5094
205417,90,6500,150
3389,600,4500,488
116271,499,780,1076
56502,180,185,154
200575,2426,16500,270
193960,122,124,4347
117437,498,6500,119
52745,160,160,164
38778,203,1203,223
38846,19,20,92
81415,65,67,229
201403,1800,5666,58987
187704,7,100,53513
193230,5250,5250,17890
192635,61,100061,3836
52775,6389,6393,65
28399,3,25,255
198416,2221,2469,3092
5075,197,200,325
3685,4,11,10847
191337,4639,4788,1242
