item_id,min_price,median,quantity
2447,650,1595,53240
158377,200,200,161
152631,7,7,15581
172055,7,7,65541
5637,1700,15000,7953
158203,700,1200,92
113585,863,300000,90
180732,4,5,122768
159,15,98,159659
194863,11870,25809,4529
172053,7,7,17492
43102,4500,5495,1818
172054,7,10,66136
179314,7,11664,118314
154899,7,7,81529
7069,1824,17600,1125
52180,1566,7900,5691
7080,10271,11647,10077
109624,31,92,5854
193217,1736,11440,876011
6372,1601,1999,4316
172061,15,15,585
22574,2700,3700,6727
173035,7,7,11004
7082,2800,3175,1600
197768,5450,5500,8845
8831,2671,8822,10324
201467,348,348,47962
12808,8189,18950,13787
5523,25,74,1009
194009,897,1999,836
154897,6,7,29205
202071,41,41,9826
193258,490,824,136339
57099,50,203,171
153437,40,42,120
31912,300,300,21
172051,13,13,2456
21153,498,4500,3368
204460,1574,1649,600118
168640,600,698,264
193218,9097,12000,307907
10620,47,50,72885
156930,72,160,378666
109129,144,207,250058
178227,98,98,28
193253,2500,4039,492597
193254,4945,7420,228997
201401,1899,4500,3167
197765,168,171,9856
31882,300,1035,192
192887,11520,14518,398
193210,37,100,4280524
201403,391,5000,41918
34765,38,38,433
23427,7588,7850,3803
108335,100,900,23931
177661,7,50,1241
192628,63,63,373
172362,66,99,287
108327,99,3303,4247
192636,59,59,17733
3478,20,168,4678
108325,50,2500,6594
201469,19,19,83939
172363,68,224,256
52185,1822,2149,30250
201399,220,385,15939
193379,12002,13600,5202
168315,127500,127500,481
108324,50,3600,10575
201404,20000,20000,26686
193378,26800,27468,1283
194725,2508,3500,789
201406,34899,39118,31907
192747,61,61,1320
201045,300,300,162
108323,113,2500,3744
159788,7578,110500,108
10939,123,500,113811
12361,400,415,27077
154989,16399,99900,1669
193369,340,400,216589
173051,12100,50000,72
201405,4681,4681,25602
172920,200,260,339
193370,400,508,86140
43463,3,999,457
160398,10,10,11242
193224,11000,11377,125615
140587,936,3001,1668
109152,300,800,370
193223,1880,3300,113618
34054,39,252,189667
190315,633,730,281159
192624,70,70,1041
3820,620,1600,19182
32720,74999,75000,201
171437,31,31,2597
152615,19899,19899,554
204463,414888,599997,21290
193215,75,90,1807965
127836,8,10,406
3355,960,1664,19625
110627,95000,95868,2
111557,144,193,74273
23438,902,1499,348
2453,346,498,62639
23441,1000,1499,226
36905,280,425,6186
199997,695,756,1442
191359,18900,19999,32058
171285,798,890,2993
192968,50,56,2131
171286,1100,1596,771
765,399,704,22525
171264,25,25,891
171266,25,28,2969
204827,2700,2700,47
171271,45,49,650
163225,28,29,186
173033,7,7,15765
152561,75,117,214
171370,25,25,1350
34056,45,144,103618
2452,394,1600,101195
153701,250,252,357
168506,1425,1425,397
2450,495,1465,31155
191388,4394,4435,43217
168501,1885,2498,221
202712,49,55,1668
2449,500,800,23701
191374,6032,22232,4076
4340,3,3,5827
43011,20,90,1045
76528,147,194,19
76548,147,147,50
76615,897,25000,42
8838,1190,1955,11026
3356,689,1348,20579
154898,7,7,23686
27660,225,267,263
72163,2000,17600,3850
27664,38,38,123
58256,7,7,106
129284,6999,7100,106
194820,6490,6491,98339
27665,28,28,49
192911,399,536,286
27515,8900,18000,1467
199953,500,517,263
199951,500,500,393
152513,135,490,189152
3173,8,2500,2339
199956,503,504,665
199955,509,513,245
67229,787,4500,2697
182737,15,18,302
199954,518,518,238
5468,22500,22500,489
154882,29,90,2474
152543,119,306,32364
199952,500,500,404
158378,20,29,139603
12037,3,2386,7485
124444,2199,6411,17571
72237,60,236,59660
153050,22,73,265527
191501,13873,20399,2109
199190,30097,33590,24
8839,1499,2499,14694
6470,98,127,14700
192842,515,538,11142
166344,25,100,2890
19299,33,40,433
2771,289,1899,11323
172092,54,80,225539
152545,98,2400,6584
199646,3306,3306,10
124116,12695,12695,5646
162515,97,250,6589
3818,1124,3185,8870
15407,690,3303,3314
154887,13,13,451
172044,87,100,557
193931,1734,3099,22664
6471,300,17600,2114
193939,69996,73880,2249
193938,68388,69494,328
193928,200,223,311650
2840,302,400,25090
192977,41,450000,1500
173204,107,117,348986
152497,750,25000,515
193940,69900,110000,2511
171274,200,200,749
193050,85,100,762644
193922,139,169,399917
193930,1600,1695,15868
190531,8353,8499,912
193927,155,158,71105
7971,1042,1099,983
186017,3125,3134,4532
193208,69,254,561845
193214,36,105,377157
193213,68,99,41804
8846,1617,3394,6084
198197,58311,58311,2091
23108,88,100,34
198196,31400,40820,1028
33246,39,39,54
194124,1493,1515,44837
194123,371,522,167287
151579,2500,5679,2658
87806,1772,1935,36
128537,485,1960,213
201314,578,585,276
151722,500,10099,893
4540,98,98,5591
194852,1200,1384,23368
17222,7,10,638
172359,35,117,1797
7966,98,4422,26620
38822,239,246,86
172097,275,350,215321
192910,315,384,170
191940,5553,6053,3148
191320,24500,26927,412
192900,300,310,61
194566,5999,5999,2322
201466,51,51,92830
11415,4,8,34
72235,23,2566,11924
198201,2231,2548,151
38933,10,10,336
109131,44,1000,41142
109184,5,6,464
193243,5850,6500,1096
108978,190,198,98
190320,1201,2049,252427
192615,63,63,100543
12404,2,2,311
190327,19995,24590,27501
3358,1260,2031,17721
190316,7216,10000,139537
190451,5579,7308,79546
7964,7,10,222
190330,1832,2175,101262
190321,10700,12149,147580
190326,1803,2399,71348
15869,15,20,332
190324,40999,57999,99212
190331,19377,35000,61624
5784,33,33,2375
71805,280098,799950,600
197722,2799,3282,15975
36922,1999,7802,1313
192952,72495,76797,1428
128993,18996,18996,29
190396,70,80,973264
4404,1000,5000,576
168192,375,4200,462
85504,311,600,57
192914,150,167,283
204092,499996,560000,643
35707,2508,2508,112
52340,278,301,394
168189,380,466800,224
201312,500,507,258
178178,54,54,277
4541,59,64,61
20861,50,75,1489
20859,30,34,1158
200652,6099900,8459969,902
197778,200,319,29499
20864,50,64,1667
20860,37,40,1153
20862,35,35,1369
31916,300,400,21
20863,32,35,1125
173877,200,200,16
193261,7,15,107399
41802,100,1000,6115
4542,2,5,69
176855,180,180,23
172231,20,100,43668
152576,12,83,778995
36919,912,1146,135
197849,48,180,480
27854,3,5500,2833
124118,7,20,6218
4601,20,50,101
178173,160,160,16
207088,24999,24999,42
29112,9900,9900,20
205171,700000,1163890,3
124438,1,50,60858
124439,1,55,97835
176807,200,200,32
199961,555,563,89
8146,8,8,66
154165,1,36,241587
4787,6,6,130
200004,693,2000,138
199950,500,500,648
35953,8,8,227
4606,1,1,178
159920,49,49,255
140355,50000,70000,9
37093,3,9,113
192648,175,175,562
83094,1881,1890,22
158381,45,420,1619
176874,122,195,66
37097,4,4,116
201424,68,68,982
191350,8649,9900,2787
192885,755,1004,121463
7972,7,15,3897
191329,22000,22200,30514
17196,10,10,233
1179,5,15,2804
21842,275,280,2831
4784,4,4,173
14342,12103,12103,1561
176861,150,150,24
128500,7,8000,3864
176871,188,188,40
38997,826,828,49
21885,19000,20991,1375
19262,3595,3595,16
176860,1720,1874,9
76515,231,233,64
8545,14,650,3819
106875,159,159,39
191497,1539,1724,45014
198416,1390,1599,18687
194858,943,943,21101
194855,2500,2550,14768
194755,645,2900,1549
191494,36000,36000,6811
198423,99,113,37413
154125,338,525,2413
198413,790,850,56928
154124,264,351,624
194846,693,839,37208
23572,158,196,3597
191495,42288,42500,9523
191496,1998,2200,2059
171275,125,400,1416
109076,600,600,31655
198414,1024,1025,30716
198417,1444,1453,3701
77589,26,27,697
194754,1200,1490,2714
194756,38599,38599,115
154122,304,525,1695
198420,629,658,31632
191493,49099,49099,871
158867,150,150,18
118007,19,103,1609
74848,174,5050,44609
197795,29970,38077,1332
200938,9165,9650,5321
4370,15,16,53
194803,8995,19900,341
176856,148,148,12
168303,1,99,17408
193211,100,108,1506125
160298,8,8,48631
11370,2199,3900,53082
187636,33300,38900,102
176866,45,45,231
21881,107,12500,6497
181713,332,332,15
44314,11,11,68
126934,770,803,262
193952,186,186,5605
176879,2137,2137,3
152564,2000,2000,277
193255,2901,4588,143263
152542,5,8,299914
176853,56,59,593
184682,1440,1440,30
169130,41,41,135
192626,66,1900066,1542
109132,97,97,31364
32428,50,17600,10273
200793,1515,1515,112
192746,186,999900,45
192672,168,169,131
178114,154,154,42
169145,64,64,31
192718,6789,8089,50
146406,50899,51399,6
169135,44,44,123
81407,183,184,49
192917,35000,466800,49
100739,1,50001,389
192635,61,61,4233
192669,177,177,230
194723,500,510,66
3371,1,2,78944
193958,330,650,1943
178127,62,62,15
192913,99,120,395
111456,13,13,2868
210249,26898,37400,19161
176859,37,37,56
172367,99,100,177
182122,158,158,35
187812,29900,30000,207
192840,527,537,3586
39527,75,17600,150
178545,143,143,701
174351,145,150,131
87234,200,200,76
158752,140,140,18
189147,37400,999999,81
133573,19,19,116
198491,50,50,986
87242,315,1101,113
197747,35,44,376282
178133,69,69,197
192941,1896,4365,41
87226,27,75,161
87230,200,25554,63
176811,80,300,393
197777,20,48,5484
190953,20,24,1633
154707,2080,2080,772
74250,21,180,54299
178113,54,54,31
27674,5,5,7081
74249,2,10,566190
172094,21,25,628439
199995,783,893,3258
204464,1215098,1275000,653
172438,714,824,7080
87238,221,1247,111
182121,81,81,37
82960,90,1000,824
180430,18,30,466
153445,29811,41326,26
152875,93,130,476118
19938,130,133,15
6359,399,2500,4546
43572,408,5000,2244
199943,550,583,330
200001,503,504,90
189150,200,335,1963
111522,37,38,194
72103,1800,2900,29565
199989,840,1150,561
199935,515,750,298
199940,500,516,292
199957,500,500,317
40199,499,919,5190
198219,1301,1305,1277
72092,515,525,183136
38925,32685,32690,164
17012,124,2500,8359
198220,2400,2400,1351
199991,2818,2835,715
4593,20,20,509
172230,15,32,208665
38771,10,10,490
38785,13,13,1410
38808,16,16,1560
38768,10,11,972
178550,20,20,619
