item_id,min_price,median,quantity
21590,3,17,779
111658,8,2500,2475
41814,1281,17200,431
17202,6,100,12266633
31670,95,5000,8270
117442,98,149,189
151610,25000,25000,285
205686,30549,38499,263
41510,155,156,9419
2318,116,117,126981
201406,10000,12438,25732
198614,16401,35000,2037
191470,1450,1900,2833
38962,498,499,75
38558,1655,1736,2229
41266,4695,5000,165
124118,26,400,38396
22574,2700,3000,6227
7082,2500,8350,4793
3358,1000,1349,9005
108338,110,396,1877
194562,149,600,573
191334,694,764,8091
178550,19,19,654
196582,255,255,291
200506,4,4,45473
192614,62,63,577
171278,9899,12000,2809
153494,49,187,136
152506,169,518,50369
204370,3047,7996,908
52986,1345,1898,20397
194730,110,198,60384
39690,995,1188,1073
4398,2795,2797,225
14530,128,157,747
4394,2049,2049,211
5466,3,503,4284
200570,3490,3496,703
20878,61,62,114
156930,91,130,299655
197722,1854,1854,5943
8170,200,342,50815
38766,10,36,1520
43118,3972,4568,756
193210,22,43,1457560
173034,53,100,35391
130222,2900,3800,59
199994,524,590,776
201402,200,259,23155
36930,1500,3394,222
52982,573,25449,1928
207022,640,1200,7696
203410,5000,5000,967
179314,7,17200,29934
198198,6400,6900,88
193254,5295,5297,105444
190394,79,100,1049917
172418,214,335,241
4306,4,10,109817
143750,52634,125000,177
172054,7,65,31835
152542,5,10,103792
201422,14600,14999,2768
49602,1100,1200,1003
3470,10,33,4497
171370,30,74,1678
4374,100,101,111
200042,500,15000,174
5470,4,17200,1085
87578,374,10000,128
2770,190,318,157056
124102,675,750,223133
193214,22,23,658550
191510,200,250,110
172230,20,100,854994
193258,150,177,7043
130174,160,244,2130
137238,44534,44576,290
173058,4824,4824,9137
62778,200,4500,25371
38786,20,20,38
192650,181,240,16
67438,4442,19999,98
124110,8,900,19457
5114,1,1,52
139310,91955,150000,272
23438,310,314,292
54626,3034,3034,1
23782,9499,15455,1156
39950,29928,29928,9
152638,5502,14999,337
200014,20580,163712,185
53038,855,965,33096
124438,1,4,90934
204790,19,19,456
21562,1,1,437
193922,59,69,466178
192838,103,112,5025
30810,12,896,64351
190330,1100,1899,77314
123918,950,2222,256908
23118,95,95,25
40154,2074,2074,37
171266,27,32,1821
27682,8,99,3303
22446,125,205,125759
116170,77,1999900,2190
169334,15,25,178
194970,5900,6199,87576
33638,475,475,37
171270,300,399,379
52222,5295,5296,48
21558,6,500,343
40022,2346,2346,15
67230,24,24,156
2838,10,29,5549
27674,5,10,1786
6358,195,2999,15536
139786,12100,22100,738
171841,13,109,19438
154897,7,25,40265
34861,35,41,450
18645,100,100,158
23077,107,3990,3282
124117,45,125,9645
38561,2500,3013,1145
71837,31430,31430,8
192849,240,500,64104
5469,5,3300,7558
159789,2180,2410,121
36921,449,30000,1397
5113,125,125,20
191401,2500,2500,14294
40133,1452,291000,39
207021,1040,1498,1640
6529,1,20,486
21877,8,38,229814
192941,2075,3950,65
163569,1,1,188287
200029,34463,39732,535
200509,10,300,3360
8173,77,77,215
2841,250,300,13057
3385,10,29,2461
19305,1,1,532
172921,100,101,248
191949,20,55,1695
190313,2000,3992,29913
1205,1,100000,2896
44941,5,5,373
171349,125,125,338
191461,12,25,838882
76597,7053,7053,14
95373,60000,74900,1572
769,45,500,27110
3357,600,5000,7970
171829,243,524,11274
13465,300,600,28311
172370,147,449700,85
198302,394,594,15
72162,69,100,5148
954,95,595,13
207054,14,15,488
194050,174,449800,21882
192554,1925,2500,1404
4358,2,15,922
7078,11,550,12486
109126,145,200,488705
112294,1800,1800,29
38938,87,108,410
22794,1000,1190,603
76638,375,490,49
200006,2473,2957,412
110646,4446,4500,65
152510,975,2499,43859
192950,17705,21166,10
193930,699,1400,25463
124106,11250,29900,4694
2678,1,54,159222
58266,9,9,43
21559,4,100,335
172055,9,102,79815
154899,7,7,44323
137191,65025,67861,244
2447,412,1600,75639
173051,50000,53214,85
155603,32,250000,329
192843,88,122,2040
183955,895,975,409
193259,38,44,298979
194575,5967,6283,9990
3771,25,150001,1554
198403,200,300,41078
4387,196,3437053,217
173859,21,21,431
132183,287,287,90
197751,49,125,11126
8839,1330,2495,24191
80587,8750,12495,706
1475,498,750,54
193963,228,228,1265
191471,300,1539,48596
179315,7,9,25378
124439,1,100,21330
192979,5233,5233,327
13463,283,869,35912
191367,275,5575,2760
2679,1,16,352
108355,322,17200,624
7911,450,700,22163
44963,2500,4199,103
112271,2000,2499,28
1707,1,1,494
74247,72,399,780132
192911,275,4500,2138
76563,350,350,33
52123,2065,2436,3
133561,64,75,233
36905,200,500,28080
43501,75,175,1406
171285,1375,1500,2891
5137,25,25,28
110645,1500,2890,50
40105,5498,5498,16
3685,2,17200,22620
128549,49898,49899,31
12361,75,5000,9658
201401,2945,6000,4058
45789,5539,12500,591
67229,1176,9999,866
22829,100,108,411
191377,3599,7085,913
108333,180,301,1397
21881,100,22252,6200
9313,100,1400,550
3241,84,84,96
3669,3,3,36
187634,2699,2919,378
38850,150,1718,87
43398,9970,12500,195
197794,14525,14999,9491
6662,1694,1750,19555
111454,24,30,150
79538,6749,12500,287
8150,6,35,14489
193226,7500,9055,1282
133570,13,13,375
178226,6457,15000,25
59230,7,7,61
19702,354,19986,9571
194738,622,622,110
169675,498,500,163
8831,1800,5770,41025
62791,9,1200,22290
191359,12500,12900,12149
62779,4,4,1496
192847,100,206,15196
202071,25,41,5514
194967,100,240,214207
133563,13,13,683
177659,98,9300,161
192715,166,166,59
191339,4090,4207,860
52987,630,1099,14155
109131,100,200,19276
128559,1288,1289,91
193211,44,46,1001448
153715,400,628,770
194859,4597,4597,441
80595,162,1300,1590
152511,166,550,21634
194767,3795,3797,10869
8343,18,18,27636
19183,1,1,14876
38955,20,229,20
41495,1291,1291,3
28059,250,250,2
109139,18,49,7911
29563,65,65,271
41467,180,180,29
71859,20961,21466,26
71855,24957,24962,22
158863,1200,1400,134
128013,32556798,32556798,2
124101,425,444,186041
36909,1642,1720,88145
199993,500,525,252
15417,400,423,5961
39341,792,850,4129
155629,45,390000,562
4377,40,108,8506
193053,75,999,301097
187701,2819,5399,63551
173057,45,79,80833
6657,2910,2910,4412
25897,95000,95000,8
118901,30,30,1
201469,19,223,30388
190321,6700,9000,34467
74865,1098,1950,3850
62413,22,22,125
62785,3,13,926
130173,195,300,3296
132233,22,158267,367
18945,2,9,18660
117453,81,122,67
192925,42529,43100,712
785,152,485,13727
169149,666,666,24
3369,1045,9000,6081
74641,150,200,1684
6530,1,300,1994
34054,35,133,1691201
10562,219,1700,1894
18234,500,500,9
38426,215,600,2960
46378,677,9999,365
76650,455,455,56
22850,1800,5000,180
173202,1,20,4854975
9318,75,240000,243
192878,445,495,7625
74250,33,100,1339244
191950,1000,3512,4549
3674,28,28,15
112278,1000,1500,23
198422,47,52,174667
111666,15,30,797
171830,231,876,11898
